timestamp,value,hour
2015-03-09 21:00:00,210.0,21
2015-03-09 22:00:00,235.0,22
2015-03-09 23:00:00,274.0,23
2015-03-10 00:00:00,182.0,0
2015-03-10 01:00:00,164.0,1
2015-03-10 02:00:00,208.0,2
2015-03-10 03:00:00,146.0,3
2015-03-10 04:00:00,196.0,4
2015-03-10 05:00:00,150.0,5
2015-03-10 06:00:00,151.0,6
2015-03-10 07:00:00,143.0,7
2015-03-10 08:00:00,145.0,8
2015-03-10 09:00:00,187.0,9
2015-03-10 10:00:00,141.0,10
2015-03-10 11:00:00,189.0,11
2015-03-10 12:00:00,199.0,12
2015-03-10 13:00:00,222.0,13
2015-03-10 14:00:00,294.0,14
2015-03-10 15:00:00,262.0,15
2015-03-10 16:00:00,288.0,16
2015-03-10 17:00:00,330.0,17
2015-03-10 18:00:00,324.0,18
2015-03-10 19:00:00,284.0,19
2015-03-10 20:00:00,285.0,20
2015-03-10 21:00:00,320.0,21
2015-03-10 22:00:00,272.0,22
2015-03-10 23:00:00,220.0,23
2015-03-11 00:00:00,175.0,0
2015-03-11 01:00:00,185.0,1
2015-03-11 02:00:00,168.0,2
2015-03-11 03:00:00,174.0,3
2015-03-11 04:00:00,132.0,4
2015-03-11 05:00:00,125.0,5
2015-03-11 06:00:00,107.0,6
2015-03-11 07:00:00,0.0,7
2015-03-11 08:00:00,0.0,8
2015-03-11 09:00:00,120.0,9
2015-03-11 10:00:00,227.0,10
2015-03-11 11:00:00,277.0,11
2015-03-11 12:00:00,268.0,12
2015-03-11 13:00:00,540.0,13
2015-03-11 14:00:00,371.0,14
2015-03-11 15:00:00,345.0,15
2015-03-11 16:00:00,357.0,16
2015-03-11 17:00:00,431.0,17
2015-03-11 18:00:00,568.0,18
2015-03-11 19:00:00,387.0,19
2015-03-11 20:00:00,419.0,20
2015-03-11 21:00:00,316.0,21
2015-03-11 22:00:00,296.0,22
2015-03-11 23:00:00,237.0,23
2015-03-12 00:00:00,239.0,0
2015-03-12 01:00:00,206.0,1
2015-03-12 02:00:00,176.0,2
2015-03-12 03:00:00,139.0,3
2015-03-12 04:00:00,164.0,4
2015-03-12 05:00:00,92.0,5
2015-03-12 06:00:00,145.0,6
2015-03-12 07:00:00,160.0,7
2015-03-12 08:00:00,166.0,8
2015-03-12 09:00:00,190.0,9
2015-03-12 10:00:00,245.0,10
2015-03-12 11:00:00,236.0,11
2015-03-12 12:00:00,253.0,12
2015-03-12 13:00:00,265.0,13
2015-03-12 14:00:00,368.0,14
2015-03-12 15:00:00,316.0,15
2015-03-12 16:00:00,336.0,16
2015-03-12 17:00:00,422.0,17
2015-03-12 18:00:00,310.0,18
2015-03-12 19:00:00,309.0,19
2015-03-12 20:00:00,277.0,20
2015-03-12 21:00:00,232.0,21
2015-03-12 22:00:00,249.0,22
2015-03-12 23:00:00,166.0,23
2015-03-13 00:00:00,139.0,0
2015-03-13 01:00:00,181.0,1
2015-03-13 02:00:00,317.0,2
2015-03-13 03:00:00,191.0,3
2015-03-13 04:00:00,150.0,4
2015-03-13 05:00:00,145.0,5
2015-03-13 06:00:00,145.0,6
2015-03-13 07:00:00,132.0,7
2015-03-13 08:00:00,158.0,8
2015-03-13 09:00:00,172.0,9
2015-03-13 10:00:00,173.0,10
2015-03-13 11:00:00,212.0,11
2015-03-13 12:00:00,269.0,12
2015-03-13 13:00:00,308.0,13
2015-03-13 14:00:00,370.0,14
2015-03-13 15:00:00,314.0,15
2015-03-13 16:00:00,365.0,16
2015-03-13 17:00:00,329.0,17
2015-03-13 18:00:00,354.0,18
2015-03-13 19:00:00,696.0,19
2015-03-13 20:00:00,2430.0,20
2015-03-13 21:00:00,1267.0,21
2015-03-13 22:00:00,268.0,22
2015-03-13 23:00:00,232.0,23
2015-03-14 00:00:00,164.0,0
2015-03-14 01:00:00,153.0,1
2015-03-14 02:00:00,151.0,2
2015-03-14 03:00:00,129.0,3
2015-03-14 04:00:00,119.0,4
2015-03-14 05:00:00,99.0,5
2015-03-14 06:00:00,99.0,6
2015-03-14 07:00:00,83.0,7
2015-03-14 08:00:00,75.0,8
2015-03-14 09:00:00,85.0,9
2015-03-14 10:00:00,85.0,10
2015-03-14 11:00:00,112.0,11
2015-03-14 12:00:00,109.0,12
2015-03-14 13:00:00,201.0,13
2015-03-14 14:00:00,144.0,14
2015-03-14 15:00:00,132.0,15
2015-03-14 16:00:00,1173.0,16
2015-03-14 17:00:00,652.0,17
2015-03-14 18:00:00,555.0,18
2015-03-14 19:00:00,545.0,19
2015-03-14 20:00:00,211.0,20
2015-03-14 21:00:00,225.0,21
2015-03-14 22:00:00,202.0,22
2015-03-14 23:00:00,146.0,23
2015-03-15 00:00:00,122.0,0
2015-03-15 01:00:00,113.0,1
2015-03-15 02:00:00,112.0,2
2015-03-15 03:00:00,126.0,3
2015-03-15 04:00:00,110.0,4
2015-03-15 05:00:00,87.0,5
2015-03-15 06:00:00,95.0,6
2015-03-15 07:00:00,88.0,7
2015-03-15 08:00:00,108.0,8
2015-03-15 09:00:00,230.0,9
2015-03-15 10:00:00,128.0,10
2015-03-15 11:00:00,145.0,11
2015-03-15 12:00:00,135.0,12
2015-03-15 13:00:00,105.0,13
2015-03-15 14:00:00,129.0,14
2015-03-15 15:00:00,143.0,15
2015-03-15 16:00:00,172.0,16
2015-03-15 17:00:00,152.0,17
2015-03-15 18:00:00,181.0,18
2015-03-15 19:00:00,200.0,19
2015-03-15 20:00:00,672.0,20
2015-03-15 21:00:00,789.0,21
2015-03-15 22:00:00,243.0,22
2015-03-15 23:00:00,103.0,23
2015-03-16 00:00:00,104.0,0
2015-03-16 01:00:00,221.0,1
2015-03-16 02:00:00,129.0,2
2015-03-16 03:00:00,117.0,3
2015-03-16 04:00:00,99.0,4
2015-03-16 05:00:00,88.0,5
2015-03-16 06:00:00,104.0,6
2015-03-16 07:00:00,82.0,7
2015-03-16 08:00:00,112.0,8
2015-03-16 09:00:00,146.0,9
2015-03-16 10:00:00,139.0,10
2015-03-16 11:00:00,130.0,11
2015-03-16 12:00:00,254.0,12
2015-03-16 13:00:00,229.0,13
2015-03-16 14:00:00,227.0,14
2015-03-16 15:00:00,278.0,15
2015-03-16 16:00:00,254.0,16
2015-03-16 17:00:00,473.0,17
2015-03-16 18:00:00,369.0,18
2015-03-16 19:00:00,268.0,19
2015-03-16 20:00:00,303.0,20
2015-03-16 21:00:00,308.0,21
2015-03-16 22:00:00,247.0,22
2015-03-16 23:00:00,201.0,23
2015-03-17 00:00:00,223.0,0
2015-03-17 01:00:00,255.0,1
2015-03-17 02:00:00,165.0,2
2015-03-17 03:00:00,147.0,3
2015-03-17 04:00:00,178.0,4
2015-03-17 05:00:00,160.0,5
2015-03-17 06:00:00,171.0,6
2015-03-17 07:00:00,139.0,7
2015-03-17 08:00:00,159.0,8
2015-03-17 09:00:00,202.0,9
2015-03-17 10:00:00,195.0,10
2015-03-17 11:00:00,228.0,11
2015-03-17 12:00:00,232.0,12
2015-03-17 13:00:00,285.0,13
2015-03-17 14:00:00,518.0,14
2015-03-17 15:00:00,509.0,15
2015-03-17 16:00:00,419.0,16
2015-03-17 17:00:00,424.0,17
2015-03-17 18:00:00,502.0,18
2015-03-17 19:00:00,554.0,19
2015-03-17 20:00:00,373.0,20
2015-03-17 21:00:00,425.0,21
2015-03-17 22:00:00,323.0,22
2015-03-17 23:00:00,295.0,23
2015-03-18 00:00:00,198.0,0
2015-03-18 01:00:00,179.0,1
2015-03-18 02:00:00,163.0,2
2015-03-18 03:00:00,189.0,3
2015-03-18 04:00:00,127.0,4
2015-03-18 05:00:00,259.0,5
2015-03-18 06:00:00,159.0,6
2015-03-18 07:00:00,173.0,7
2015-03-18 08:00:00,186.0,8
2015-03-18 09:00:00,205.0,9
2015-03-18 10:00:00,263.0,10
2015-03-18 11:00:00,265.0,11
2015-03-18 12:00:00,216.0,12
2015-03-18 13:00:00,302.0,13
2015-03-18 14:00:00,332.0,14
2015-03-18 15:00:00,500.0,15
2015-03-18 16:00:00,421.0,16
2015-03-18 17:00:00,410.0,17
2015-03-18 18:00:00,441.0,18
2015-03-18 19:00:00,349.0,19
2015-03-18 20:00:00,271.0,20
2015-03-18 21:00:00,494.0,21
2015-03-18 22:00:00,329.0,22
2015-03-18 23:00:00,298.0,23
2015-03-19 00:00:00,282.0,0
2015-03-19 01:00:00,252.0,1
2015-03-19 02:00:00,262.0,2
2015-03-19 03:00:00,192.0,3
2015-03-19 04:00:00,131.0,4
2015-03-19 05:00:00,123.0,5
2015-03-19 06:00:00,124.0,6
2015-03-19 07:00:00,132.0,7
2015-03-19 08:00:00,255.0,8
2015-03-19 09:00:00,203.0,9
2015-03-19 10:00:00,234.0,10
2015-03-19 11:00:00,223.0,11
2015-03-19 12:00:00,282.0,12
2015-03-19 13:00:00,502.0,13
2015-03-19 14:00:00,494.0,14
2015-03-19 15:00:00,422.0,15
2015-03-19 16:00:00,421.0,16
2015-03-19 17:00:00,417.0,17
2015-03-19 18:00:00,400.0,18
2015-03-19 19:00:00,404.0,19
2015-03-19 20:00:00,385.0,20
2015-03-19 21:00:00,282.0,21
2015-03-19 22:00:00,282.0,22
2015-03-19 23:00:00,303.0,23
2015-03-20 00:00:00,300.0,0
2015-03-20 01:00:00,293.0,1
2015-03-20 02:00:00,203.0,2
2015-03-20 03:00:00,276.0,3
2015-03-20 04:00:00,165.0,4
2015-03-20 05:00:00,144.0,5
2015-03-20 06:00:00,138.0,6
2015-03-20 07:00:00,175.0,7
2015-03-20 08:00:00,175.0,8
2015-03-20 09:00:00,205.0,9
2015-03-20 10:00:00,174.0,10
2015-03-20 11:00:00,202.0,11
2015-03-20 12:00:00,271.0,12
2015-03-20 13:00:00,334.0,13
2015-03-20 14:00:00,394.0,14
2015-03-20 15:00:00,406.0,15
2015-03-20 16:00:00,512.0,16
2015-03-20 17:00:00,526.0,17
2015-03-20 18:00:00,535.0,18
2015-03-20 19:00:00,391.0,19
2015-03-20 20:00:00,349.0,20
2015-03-20 21:00:00,353.0,21
2015-03-20 22:00:00,270.0,22
2015-03-20 23:00:00,291.0,23
2015-03-21 00:00:00,466.0,0
2015-03-21 01:00:00,247.0,1
2015-03-21 02:00:00,184.0,2
2015-03-21 03:00:00,136.0,3
2015-03-21 04:00:00,134.0,4
2015-03-21 05:00:00,99.0,5
2015-03-21 06:00:00,148.0,6
2015-03-21 07:00:00,148.0,7
2015-03-21 08:00:00,192.0,8
2015-03-21 09:00:00,127.0,9
2015-03-21 10:00:00,106.0,10
2015-03-21 11:00:00,117.0,11
2015-03-21 12:00:00,132.0,12
2015-03-21 13:00:00,145.0,13
2015-03-21 14:00:00,161.0,14
2015-03-21 15:00:00,185.0,15
2015-03-21 16:00:00,191.0,16
2015-03-21 17:00:00,185.0,17
2015-03-21 18:00:00,160.0,18
2015-03-21 19:00:00,193.0,19
2015-03-21 20:00:00,158.0,20
2015-03-21 21:00:00,136.0,21
2015-03-21 22:00:00,119.0,22
2015-03-21 23:00:00,132.0,23
2015-03-22 00:00:00,106.0,0
2015-03-22 01:00:00,102.0,1
2015-03-22 02:00:00,71.0,2
2015-03-22 03:00:00,86.0,3
2015-03-22 04:00:00,65.0,4
2015-03-22 05:00:00,59.0,5
2015-03-22 06:00:00,70.0,6
2015-03-22 07:00:00,68.0,7
2015-03-22 08:00:00,95.0,8
2015-03-22 09:00:00,78.0,9
2015-03-22 10:00:00,69.0,10
2015-03-22 11:00:00,181.0,11
2015-03-22 12:00:00,126.0,12
2015-03-22 13:00:00,127.0,13
2015-03-22 14:00:00,154.0,14
2015-03-22 15:00:00,175.0,15
2015-03-22 16:00:00,164.0,16
2015-03-22 17:00:00,151.0,17
2015-03-22 18:00:00,138.0,18
2015-03-22 19:00:00,181.0,19
2015-03-22 20:00:00,272.0,20
2015-03-22 21:00:00,281.0,21
2015-03-22 22:00:00,209.0,22
2015-03-22 23:00:00,161.0,23
2015-03-23 00:00:00,108.0,0
2015-03-23 01:00:00,182.0,1
2015-03-23 02:00:00,96.0,2
2015-03-23 03:00:00,84.0,3
2015-03-23 04:00:00,152.0,4
2015-03-23 05:00:00,133.0,5
2015-03-23 06:00:00,86.0,6
2015-03-23 07:00:00,122.0,7
2015-03-23 08:00:00,133.0,8
2015-03-23 09:00:00,246.0,9
2015-03-23 10:00:00,185.0,10
2015-03-23 11:00:00,236.0,11
2015-03-23 12:00:00,171.0,12
2015-03-23 13:00:00,290.0,13
2015-03-23 14:00:00,342.0,14
2015-03-23 15:00:00,449.0,15
2015-03-23 16:00:00,322.0,16
2015-03-23 17:00:00,343.0,17
2015-03-23 18:00:00,471.0,18
2015-03-23 19:00:00,330.0,19
2015-03-23 20:00:00,321.0,20
2015-03-23 21:00:00,262.0,21
2015-03-23 22:00:00,253.0,22
2015-03-23 23:00:00,247.0,23
2015-03-24 00:00:00,389.0,0
2015-03-24 01:00:00,188.0,1
2015-03-24 02:00:00,165.0,2
2015-03-24 03:00:00,196.0,3
2015-03-24 04:00:00,128.0,4
2015-03-24 05:00:00,170.0,5
2015-03-24 06:00:00,107.0,6
2015-03-24 07:00:00,166.0,7
2015-03-24 08:00:00,199.0,8
2015-03-24 09:00:00,159.0,9
2015-03-24 10:00:00,181.0,10
2015-03-24 11:00:00,199.0,11
2015-03-24 12:00:00,345.0,12
2015-03-24 13:00:00,508.0,13
2015-03-24 14:00:00,356.0,14
2015-03-24 15:00:00,393.0,15
2015-03-24 16:00:00,583.0,16
2015-03-24 17:00:00,496.0,17
2015-03-24 18:00:00,499.0,18
2015-03-24 19:00:00,428.0,19
2015-03-24 20:00:00,313.0,20
2015-03-24 21:00:00,324.0,21
2015-03-24 22:00:00,223.0,22
2015-03-24 23:00:00,342.0,23
2015-03-25 00:00:00,224.0,0
2015-03-25 01:00:00,172.0,1
2015-03-25 02:00:00,335.0,2
2015-03-25 03:00:00,213.0,3
2015-03-25 04:00:00,137.0,4
2015-03-25 05:00:00,183.0,5
2015-03-25 06:00:00,190.0,6
2015-03-25 07:00:00,145.0,7
2015-03-25 08:00:00,139.0,8
2015-03-25 09:00:00,365.0,9
2015-03-25 10:00:00,175.0,10
2015-03-25 11:00:00,367.0,11
2015-03-25 12:00:00,323.0,12
2015-03-25 13:00:00,341.0,13
2015-03-25 14:00:00,365.0,14
2015-03-25 15:00:00,417.0,15
2015-03-25 16:00:00,407.0,16
2015-03-25 17:00:00,405.0,17
2015-03-25 18:00:00,499.0,18
2015-03-25 19:00:00,581.0,19
2015-03-25 20:00:00,509.0,20
2015-03-25 21:00:00,481.0,21
2015-03-25 22:00:00,339.0,22
2015-03-25 23:00:00,300.0,23
2015-03-26 00:00:00,361.0,0
2015-03-26 01:00:00,222.0,1
2015-03-26 02:00:00,321.0,2
2015-03-26 03:00:00,333.0,3
2015-03-26 04:00:00,147.0,4
2015-03-26 05:00:00,154.0,5
2015-03-26 06:00:00,173.0,6
2015-03-26 07:00:00,200.0,7
2015-03-26 08:00:00,220.0,8
2015-03-26 09:00:00,196.0,9
2015-03-26 10:00:00,282.0,10
2015-03-26 11:00:00,255.0,11
2015-03-26 12:00:00,274.0,12
2015-03-26 13:00:00,409.0,13
2015-03-26 14:00:00,351.0,14
2015-03-26 15:00:00,445.0,15
2015-03-26 16:00:00,485.0,16
2015-03-26 17:00:00,361.0,17
2015-03-26 18:00:00,419.0,18
2015-03-26 19:00:00,234.0,19
2015-03-26 20:00:00,251.0,20
2015-03-26 21:00:00,301.0,21
2015-03-26 22:00:00,204.0,22
2015-03-26 23:00:00,287.0,23
2015-03-27 00:00:00,232.0,0
2015-03-27 01:00:00,201.0,1
2015-03-27 02:00:00,195.0,2
2015-03-27 03:00:00,171.0,3
2015-03-27 04:00:00,141.0,4
2015-03-27 05:00:00,125.0,5
2015-03-27 06:00:00,94.0,6
2015-03-27 07:00:00,150.0,7
2015-03-27 08:00:00,133.0,8
2015-03-27 09:00:00,138.0,9
2015-03-27 10:00:00,160.0,10
2015-03-27 11:00:00,200.0,11
2015-03-27 12:00:00,190.0,12
2015-03-27 13:00:00,249.0,13
2015-03-27 14:00:00,336.0,14
2015-03-27 15:00:00,286.0,15
2015-03-27 16:00:00,378.0,16
2015-03-27 17:00:00,277.0,17
2015-03-27 18:00:00,233.0,18
2015-03-27 19:00:00,287.0,19
2015-03-27 20:00:00,258.0,20
2015-03-27 21:00:00,252.0,21
2015-03-27 22:00:00,228.0,22
2015-03-27 23:00:00,185.0,23
2015-03-28 00:00:00,170.0,0
2015-03-28 01:00:00,161.0,1
2015-03-28 02:00:00,154.0,2
2015-03-28 03:00:00,162.0,3
2015-03-28 04:00:00,701.0,4
2015-03-28 05:00:00,1527.0,5
2015-03-28 06:00:00,221.0,6
2015-03-28 07:00:00,156.0,7
2015-03-28 08:00:00,113.0,8
2015-03-28 09:00:00,157.0,9
2015-03-28 10:00:00,141.0,10
2015-03-28 11:00:00,146.0,11
2015-03-28 12:00:00,167.0,12
2015-03-28 13:00:00,180.0,13
2015-03-28 14:00:00,228.0,14
2015-03-28 15:00:00,213.0,15
2015-03-28 16:00:00,197.0,16
2015-03-28 17:00:00,207.0,17
2015-03-28 18:00:00,163.0,18
2015-03-28 19:00:00,179.0,19
2015-03-28 20:00:00,140.0,20
2015-03-28 21:00:00,177.0,21
2015-03-28 22:00:00,159.0,22
2015-03-28 23:00:00,162.0,23
2015-03-29 00:00:00,206.0,0
2015-03-29 01:00:00,111.0,1
2015-03-29 02:00:00,90.0,2
2015-03-29 03:00:00,118.0,3
2015-03-29 04:00:00,113.0,4
2015-03-29 05:00:00,78.0,5
2015-03-29 06:00:00,99.0,6
2015-03-29 07:00:00,80.0,7
2015-03-29 08:00:00,62.0,8
2015-03-29 09:00:00,112.0,9
2015-03-29 10:00:00,104.0,10
2015-03-29 11:00:00,114.0,11
2015-03-29 12:00:00,106.0,12
